Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
ChEMBL,View-Unionable,assays_both_0_70_ac2_av,distilbert-base-uncased,0.9142857142857144,0.8421052631578947,1.0,243.96275877952576
ChEMBL,View-Unionable,assays_both_0_70_ac2_av,sentence-transformers/all-MiniLM-L6-v2,0.742857142857143,0.6842105263157895,0.8125,139.45222878456116
ChEMBL,View-Unionable,assays_both_0_70_ac2_av,albert-base-v2,0.7999999999999999,0.7368421052631579,0.875,303.2509469985962
ChEMBL,View-Unionable,assays_both_0_70_ac2_av,facebook/bart-base,0.5714285714285714,0.5263157894736842,0.625,738.5165438652039
ChEMBL,View-Unionable,assays_both_0_70_ac2_av,gpt,0.6857142857142857,0.631578947368421,0.75,83.7894880771637
ChEMBL,View-Unionable,assays_both_0_70_ac2_av,roberta-base,0.5142857142857142,0.4736842105263157,0.5625,275.29005885124207
ChEMBL,View-Unionable,assays_both_0_70_ec_ev,bert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,154.07912397384644
ChEMBL,View-Unionable,assays_both_0_70_ec_ev,distilbert-base-uncased,0.5714285714285714,0.5263157894736842,0.625,179.8498351573944
ChEMBL,View-Unionable,assays_both_0_70_ec_ev,sentence-transformers/all-MiniLM-L6-v2,0.742857142857143,0.6842105263157895,0.8125,81.29210495948792
ChEMBL,View-Unionable,assays_both_0_70_ec_ev,albert-base-v2,0.5714285714285714,0.5263157894736842,0.625,214.89680194854736
ChEMBL,View-Unionable,assays_both_0_70_ec_ev,facebook/bart-base,0.5142857142857142,0.4736842105263157,0.5625,596.4719641208649
ChEMBL,View-Unionable,assays_both_0_70_ec_ev,gpt,0.6857142857142857,0.631578947368421,0.75,82.05165576934814
ChEMBL,View-Unionable,assays_both_0_70_ec_ev,roberta-base,0.4571428571428571,0.4210526315789473,0.5,166.3960478305817
ChEMBL,View-Unionable,assays_both_0_30_ac4_av,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,74.13346099853516
ChEMBL,View-Unionable,assays_both_0_30_ac4_av,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,47.38060712814331
ChEMBL,View-Unionable,assays_both_0_30_ac4_av,sentence-transformers/all-MiniLM-L6-v2,0.4,0.2857142857142857,0.6666666666666666,34.93221879005432
ChEMBL,View-Unionable,assays_both_0_30_ac4_av,albert-base-v2,0.3,0.2142857142857142,0.5,82.77063727378845
ChEMBL,View-Unionable,assays_both_0_30_ac4_av,facebook/bart-base,0.4,0.2857142857142857,0.6666666666666666,260.01532101631165
ChEMBL,View-Unionable,assays_both_0_30_ac4_av,gpt,0.5,0.3571428571428571,0.8333333333333334,45.59109711647034
ChEMBL,View-Unionable,assays_both_0_30_ac4_av,roberta-base,0.5,0.3571428571428571,0.8333333333333334,91.61310696601868
ChEMBL,View-Unionable,assays_both_0_50_ac2_ev,bert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,119.93180894851685
ChEMBL,View-Unionable,assays_both_0_50_ac2_ev,distilbert-base-uncased,0.4285714285714285,0.3529411764705882,0.5454545454545454,83.55201888084412
ChEMBL,View-Unionable,assays_both_0_50_ac2_ev,sentence-transformers/all-MiniLM-L6-v2,0.4285714285714285,0.3529411764705882,0.5454545454545454,63.73225975036621
ChEMBL,View-Unionable,assays_both_0_50_ac2_ev,albert-base-v2,0.4285714285714285,0.3529411764705882,0.5454545454545454,147.41168093681335
ChEMBL,View-Unionable,assays_both_0_50_ac2_ev,facebook/bart-base,0.5,0.4117647058823529,0.6363636363636364,390.4455759525299
ChEMBL,View-Unionable,assays_both_0_50_ac2_ev,gpt,0.5714285714285714,0.4705882352941176,0.7272727272727273,82.62136697769165
ChEMBL,View-Unionable,assays_both_0_50_ac2_ev,roberta-base,0.5,0.4117647058823529,0.6363636363636364,143.9073588848114
ChEMBL,View-Unionable,assays_both_0_30_ec_av,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,111.80757808685304
ChEMBL,View-Unionable,assays_both_0_30_ec_av,distilbert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,80.14648103713989
ChEMBL,View-Unionable,assays_both_0_30_ec_av,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,61.63349485397339
ChEMBL,View-Unionable,assays_both_0_30_ec_av,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,111.04223489761353
ChEMBL,View-Unionable,assays_both_0_30_ec_av,facebook/bart-base,0.4,0.2857142857142857,0.6666666666666666,274.9676239490509
ChEMBL,View-Unionable,assays_both_0_30_ec_av,gpt,0.5,0.3571428571428571,0.8333333333333334,45.1880669593811
ChEMBL,View-Unionable,assays_both_0_30_ec_av,roberta-base,0.5,0.3571428571428571,0.8333333333333334,50.949949979782104
ChEMBL,View-Unionable,assays_both_0_1_ec_av,bert-base-uncased,0.0,0.0,0.0,25.510926008224487
ChEMBL,View-Unionable,assays_both_0_1_ec_av,distilbert-base-uncased,0.1538461538461538,0.0833333333333333,1.0,19.42841410636902
ChEMBL,View-Unionable,assays_both_0_1_ec_av,sentence-transformers/all-MiniLM-L6-v2,0.1538461538461538,0.0833333333333333,1.0,13.475333213806152
ChEMBL,View-Unionable,assays_both_0_1_ec_av,albert-base-v2,0.0,0.0,0.0,26.777171850204468
ChEMBL,View-Unionable,assays_both_0_1_ec_av,facebook/bart-base,0.0,0.0,0.0,66.67831611633301
ChEMBL,View-Unionable,assays_both_0_1_ec_av,gpt,0.0,0.0,0.0,25.67766284942627
ChEMBL,View-Unionable,assays_both_0_1_ec_av,roberta-base,0.1538461538461538,0.0833333333333333,1.0,27.45682406425476
ChEMBL,View-Unionable,assays_both_0_70_ac1_av,bert-base-uncased,0.5142857142857142,0.4736842105263157,0.5625,115.07743191719057
ChEMBL,View-Unionable,assays_both_0_70_ac1_av,distilbert-base-uncased,0.5142857142857142,0.4736842105263157,0.5625,145.224463224411
ChEMBL,View-Unionable,assays_both_0_70_ac1_av,sentence-transformers/all-MiniLM-L6-v2,0.6285714285714286,0.5789473684210527,0.6875,100.0543818473816
ChEMBL,View-Unionable,assays_both_0_70_ac1_av,albert-base-v2,0.6285714285714286,0.5789473684210527,0.6875,248.3147549629211
ChEMBL,View-Unionable,assays_both_0_70_ac1_av,facebook/bart-base,0.4571428571428571,0.4210526315789473,0.5,436.7268822193146
ChEMBL,View-Unionable,assays_both_0_70_ac1_av,gpt,0.5142857142857142,0.4736842105263157,0.5625,90.99186277389526
ChEMBL,View-Unionable,assays_both_0_70_ac1_av,roberta-base,0.3999999999999999,0.3684210526315789,0.4375,121.97959899902344
ChEMBL,View-Unionable,assays_both_0_50_ac5_ev,bert-base-uncased,0.5,0.4117647058823529,0.6363636363636364,112.70545887947084
