Category,Relation,Dataset,models,f1_score,Precision,Recall,Execution_Time
TPC-DI,View-Unionable,prospect_both_0_70_ac3_av,distilbert-base-uncased,0.6666666666666666,0.6111111111111112,0.7333333333333333,78.18577408790588
TPC-DI,View-Unionable,prospect_both_0_70_ac3_av,sentence-transformers/all-MiniLM-L6-v2,0.606060606060606,0.5555555555555556,0.6666666666666666,59.6100537776947
TPC-DI,View-Unionable,prospect_both_0_70_ac3_av,albert-base-v2,0.6666666666666666,0.6111111111111112,0.7333333333333333,111.62868189811708
TPC-DI,View-Unionable,prospect_both_0_70_ac3_av,facebook/bart-base,0.6666666666666666,0.6111111111111112,0.7333333333333333,308.7036507129669
TPC-DI,View-Unionable,prospect_both_0_70_ac3_av,gpt,0.7878787878787877,0.7222222222222222,0.8666666666666667,94.54137706756592
TPC-DI,View-Unionable,prospect_both_0_70_ac3_av,roberta-base,0.7272727272727272,0.6666666666666666,0.8,151.65267896652222
TPC-DI,View-Unionable,prospect_both_0_30_ac5_av,bert-base-uncased,0.4,0.2857142857142857,0.6666666666666666,55.324809074401855
TPC-DI,View-Unionable,prospect_both_0_30_ac5_av,distilbert-base-uncased,0.5,0.3571428571428571,0.8333333333333334,39.134989976882935
TPC-DI,View-Unionable,prospect_both_0_30_ac5_av,sentence-transformers/all-MiniLM-L6-v2,0.5,0.3571428571428571,0.8333333333333334,28.559959173202515
TPC-DI,View-Unionable,prospect_both_0_30_ac5_av,albert-base-v2,0.4,0.2857142857142857,0.6666666666666666,62.83046507835388
TPC-DI,View-Unionable,prospect_both_0_30_ac5_av,facebook/bart-base,0.5,0.3571428571428571,0.8333333333333334,142.45747590065002
TPC-DI,View-Unionable,prospect_both_0_30_ac5_av,gpt,0.5,0.3571428571428571,0.8333333333333334,38.745193004608154
TPC-DI,View-Unionable,prospect_both_0_30_ac5_av,roberta-base,0.4,0.2857142857142857,0.6666666666666666,64.35206389427185
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,bert-base-uncased,0.7407407407407406,0.625,0.9090909090909092,99.1319432258606
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,distilbert-base-uncased,0.8148148148148148,0.6875,1.0,77.03010368347168
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,sentence-transformers/all-MiniLM-L6-v2,0.7407407407407406,0.625,0.9090909090909092,53.75872182846069
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,albert-base-v2,0.7407407407407406,0.625,0.9090909090909092,123.09368872642516
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,facebook/bart-base,0.7407407407407406,0.625,0.9090909090909092,298.6381359100342
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,gpt,0.7407407407407406,0.625,0.9090909090909092,202.8477239608765
TPC-DI,View-Unionable,prospect_both_0_50_ac3_ev,roberta-base,0.6666666666666666,0.5625,0.8181818181818182,123.91677713394164
